Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-08-26),Price Override,Watchlist,Date Added,Notes
Main,Pokemon,Perfect Order,Perfect Order Pokemon Center Elite Trainer Box,,,Normal,Ungraded,Near Mint,0,1,121.73,0,false,2026-08-26,
Main,Pokemon,Phantasmal Flames,Absol,063/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.26,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Absol,063/094,Common,Normal,Ungraded,Near Mint,0,1,0.14,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Aipom,078/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.25,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Aipom,078/094,Common,Normal,Ungraded,Near Mint,0,1,0.09,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Alcremie,044/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.18,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Alcremie,044/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.11,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Ambipom,079/094,Rare,Reverse Holofoil,Ungraded,Near Mint,0,1,0.23,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Ambipom,107/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,3,2.32,0,false,2026-01-04,; ; 
Main,Pokemon,Phantasmal Flames,Archaludon,075/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.07,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Archaludon,075/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Battle Cage,116/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,4,1.32,0,false,2026-01-04,; ; ; 
Main,Pokemon,Phantasmal Flames,Battle Cage,085/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.23,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Battle Cage,085/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.28,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Blowtorch,086/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.11,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Blowtorch,086/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.18,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Blowtorch,117/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.69,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Boltund,031/094,Common,Normal,Ungraded,Near Mint,0,1,0.08,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Boltund,031/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Brambleghast,047/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.23,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Brambleghast,047/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.03,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Bramblin,046/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.16,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Bramblin,046/094,Common,Normal,Ungraded,Near Mint,0,1,0.08,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Bronzong,072/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.12,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Bronzong,072/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.04,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Bronzor,071/094,Common,Normal,Ungraded,Near Mint,0,1,0.05,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Bronzor,071/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.17,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Buneary,083/094,Common,Normal,Ungraded,Near Mint,0,1,0.17,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Buneary,083/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.23,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Carvanha,060/094,Common,Normal,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Carvanha,060/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.28,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Ceruledge,020/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.25,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Ceruledge,020/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.11,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Charcadet,019/094,Common,Normal,Ungraded,Near Mint,0,1,0.16,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Charcadet,019/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Charmander,011/094,Common,Normal,Ungraded,Near Mint,0,1,0.22,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Charmander,011/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.27,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Charmeleon,012/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.26,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Charmeleon,012/094,Common,Normal,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Cresselia,039/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.07,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Cresselia,039/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.24,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Darmanitan,016/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.03,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Darmanitan,016/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Darumaka,015/094,Common,Normal,Ungraded,Near Mint,0,1,0.07,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Darumaka,015/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.22,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Dawn,118/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,5.7,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Dawn,087/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.17,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Dawn,129/094,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,21.42,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Dawn,087/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.35,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Dawn,129/094,Special Illustration Rare,Holofoil,BGS 9.5 Gem Mint,Near Mint,0.0000,1,39.32,0,false,2026-03-13,
Main,Pokemon,Phantasmal Flames,Dewgong,097/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,3,4.55,0,false,2026-01-04,; 
Main,Pokemon,Phantasmal Flames,Dewgong,022/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Dewgong,022/094,Common,Normal,Ungraded,Near Mint,0,1,0.05,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Dizzying Valley,088/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.13,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Dizzying Valley,088/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Duraludon,074/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.24,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Duraludon,074/094,Common,Normal,Ungraded,Near Mint,0,1,0.18,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Empoleon ex,070/094,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,6,0.58,0,false,2026-01-04,; 
Main,Pokemon,Phantasmal Flames,Empoleon ex,114/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.49,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Eternatus,069/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.12,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Eternatus,069/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.26,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Firebreather,089/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.25,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Firebreather,089/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.18,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Firebreather,119/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.86,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Flygon,053/094,Rare,Holofoil,Ungraded,Near Mint,0,1,0.15,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Flygon,053/094,Rare,Reverse Holofoil,Ungraded,Near Mint,0,1,0.27,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Flygon,101/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,4,5.8,0,false,2026-01-04,; ; 
Main,Pokemon,Phantasmal Flames,Gastly,054/094,Common,Normal,Ungraded,Near Mint,0,1,0.13,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Gastly,054/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Genesect,008/094,Rare,Holofoil,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Genesect,008/094,Rare,Reverse Holofoil,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Gligar,049/094,Common,Normal,Ungraded,Near Mint,0,1,0.06,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Gligar,049/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.17,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Gliscor,050/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.24,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Gliscor,050/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.07,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Gloom,002/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Gloom,002/094,Common,Normal,Ungraded,Near Mint,0,1,0.13,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Granbull,038/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Granbull,038/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.07,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Grimsley's Move,090/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.13,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Grimsley's Move,090/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.25,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Grimsley's Move,120/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.24,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Haunter,055/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Haunter,055/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.15,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Honchkrow,058/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Honchkrow,058/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.07,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Ignition Energy,124/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,2,1.55,0,false,2026-01-04,; 
Main,Pokemon,Phantasmal Flames,Jigglypuff,076/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.24,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Jigglypuff,076/094,Common,Normal,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Jumbo Ice Cream,091/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.18,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Jumbo Ice Cream,091/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.27,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Krokorok,065/094,Common,Normal,Ungraded,Near Mint,0,1,0.1,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Krokorok,065/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Krookodile,066/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.17,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Krookodile,066/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.11,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Linoone,082/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.22,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Linoone,082/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.06,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Lokix,010/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.07,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Lokix,010/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Lombre,006/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.17,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Lombre,006/094,Common,Normal,Ungraded,Near Mint,0,1,0.08,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Lotad,005/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.22,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Lotad,005/094,Common,Normal,Ungraded,Near Mint,0,1,0.07,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Ludicolo,007/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.06,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Ludicolo,095/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,2,2.52,0,false,2026-01-04,; 
Main,Pokemon,Phantasmal Flames,Ludicolo,007/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.18,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Mamoswine,025/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.13,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Mamoswine,025/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Mega Charizard X ex,109/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,3,25.7,0,false,2026-01-04,; 
Main,Pokemon,Phantasmal Flames,Mega Charizard X ex,013/094,Double Rare,Holofoil,BGS 9.5 Gem Mint,Near Mint,0.0000,1,32.48,0,false,2026-03-13,
Main,Pokemon,Phantasmal Flames,Mega Charizard X ex,125/094,Special Illustration Rare,Holofoil,BGS 9.0 Mint,Near Mint,0,1,779.45,0,false,2026-03-13,
Main,Pokemon,Phantasmal Flames,Mega Charizard X ex,109/094,Ultra Rare,Holofoil,BGS 9.5 Gem Mint,Near Mint,0.0000,2,108.03,0,false,2026-02-17,
Main,Pokemon,Phantasmal Flames,Mega Charizard X ex,125/094,Special Illustration Rare,Holofoil,BGS 9.5 Gem Mint,Near Mint,0,4,"1,301.47",0,false,2026-02-17,
Main,Pokemon,Phantasmal Flames,Mega Charizard X ex,130/094,Mega Hyper Rare,Holofoil,Ungraded,Near Mint,0.0000,1,286.52,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Mega Charizard X ex,013/094,Double Rare,Holofoil,Ungraded,Near Mint,0,10,4.94,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Mega Charizard X ex,125/094,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,700.15,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Mega Charizard X ex,130/094,Mega Hyper Rare,Holofoil,BGS 9.0 Mint,Near Mint,0,2,329.69,0,false,2026-02-17,
Main,Pokemon,Phantasmal Flames,Mega Diancie ex,041/094,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,6,0.79,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Mega Gengar ex,056/094,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,4,2.59,0,false,2026-01-04,; ; ; 
Main,Pokemon,Phantasmal Flames,Mega Heracross ex,108/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,2.08,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Mega Heracross ex,004/094,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,7,0.81,0,false,2026-01-04,; ; ; ; 
Main,Pokemon,Phantasmal Flames,Mega Lopunny ex,128/094,Special Illustration Rare,Holofoil,BGS 9.0 Mint,Near Mint,0.0000,1,25,0,false,2026-03-13,
Main,Pokemon,Phantasmal Flames,Mega Lopunny ex,084/094,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,4,0.7,0,false,2026-01-04,; ; 
Main,Pokemon,Phantasmal Flames,Mega Lopunny ex,128/094,Special Illustration Rare,Holofoil,BGS 9.5 Gem Mint,Near Mint,0.0000,1,22.67,0,false,2026-03-13,
Main,Pokemon,Phantasmal Flames,Mega Lopunny ex,128/094,Special Illustration Rare,Holofoil,TAG 9.0 MINT,Near Mint,0,1,25,0,false,2026-01-05,
Main,Pokemon,Phantasmal Flames,Mega Lopunny ex,115/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.88,0,false,2026-01-05,
Main,Pokemon,Phantasmal Flames,Mega Lopunny ex,128/094,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,3,14.14,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Mega Sharpedo ex,127/094,Special Illustration Rare,Holofoil,BGS 10.0 Pristine,Near Mint,0.0000,1,176.17,0,false,2026-03-13,
Main,Pokemon,Phantasmal Flames,Mega Sharpedo ex,061/094,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,7,0.89,0,false,2026-01-04,; ; 
Main,Pokemon,Phantasmal Flames,Mega Sharpedo ex,127/094,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,2,19.49,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Mega Sharpedo ex,113/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,2.14,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Meloetta,040/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Meloetta,040/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.09,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Meowth,106/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,3,19.71,0,false,2026-01-04,; ; 
Main,Pokemon,Phantasmal Flames,Milcery,043/094,Common,Normal,Ungraded,Near Mint,0,1,0.09,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Milcery,043/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Mimikyu,042/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.35,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Mimikyu,042/094,Common,Normal,Ungraded,Near Mint,0,1,0.26,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Misdreavus,035/094,Common,Normal,Ungraded,Near Mint,0,1,0.13,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Misdreavus,035/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.28,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Mismagius ex,036/094,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,6,0.54,0,false,2026-01-04,; ; 
Main,Pokemon,Phantasmal Flames,Moltres,014/094,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,0,1,0.27,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Moltres,014/094,Holo Rare,Holofoil,Ungraded,Near Mint,0,1,0.27,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Murkrow,057/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.24,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Murkrow,057/094,Common,Normal,Ungraded,Near Mint,0,1,0.08,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Nymble,009/094,Common,Normal,Ungraded,Near Mint,0,1,0.1,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Nymble,009/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.23,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Nymble,096/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,2,1.61,0,false,2026-01-04,; 
Main,Pokemon,Phantasmal Flames,Oddish,001/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.24,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Oddish,001/094,Common,Normal,Ungraded,Near Mint,0,1,0.16,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Oricorio ex,110/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.33,0,false,2026-01-05,
Main,Pokemon,Phantasmal Flames,Oricorio ex,018/094,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,10,0.7,0,false,2026-01-04,; ; 
Main,Pokemon,Phantasmal Flames,Paldean Tauros,048/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.18,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Paldean Tauros,048/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.12,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Paldean Wooper,102/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,4,4.51,0,false,2026-01-04,; ; 
Main,Pokemon,Phantasmal Flames,Pawmi,032/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Pawmi,032/094,Common,Normal,Ungraded,Near Mint,0,1,0.09,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Pawmo,033/094,Common,Normal,Ungraded,Near Mint,0,1,0.09,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Pawmo,033/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.11,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Pawmot,034/094,Rare,Holofoil,Ungraded,Near Mint,0,1,0.16,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Pawmot,034/094,Rare,Reverse Holofoil,Ungraded,Near Mint,0,1,0.17,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Piloswine,024/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Piloswine,024/094,Common,Normal,Ungraded,Near Mint,0,1,0.09,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Piplup,027/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.28,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Piplup,098/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,14.5,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Piplup,027/094,Common,Normal,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Prinplup,028/094,Common,Normal,Ungraded,Near Mint,0,1,0.16,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Prinplup,028/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Punk Helmet,121/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.62,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Punk Helmet,092/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Punk Helmet,092/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.12,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Reshiram,017/094,Rare,Holofoil,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Reshiram,017/094,Rare,Reverse Holofoil,Ungraded,Near Mint,0,1,0.22,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Rotom ex,029/094,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,7,0.58,0,false,2026-01-04,; ; ; 
Main,Pokemon,Phantasmal Flames,Rotom ex,111/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.19,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Sableye,059/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.23,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Sableye,059/094,Common,Normal,Ungraded,Near Mint,0,1,0.12,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Sacred Charm,093/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.08,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Sacred Charm,093/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.17,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Sacred Charm,122/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.54,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Sandile,064/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Sandile,064/094,Common,Normal,Ungraded,Near Mint,0,1,0.05,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Seel,021/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Seel,021/094,Common,Normal,Ungraded,Near Mint,0,1,0.03,0,false,2026-01-06,
